"","Station_ID","UTM_X","UTM_Y","days","Subpop","counts"
"298","ITCHA5-24",1120653.0973785,853285.93710532,997,"Chilcotin",0
"299","ITCHA5-25",1123079.52334065,853437.108292675,977,"Chilcotin",0
"300","ITCHA5-26",1112838.85374541,855448.965103027,900,"Chilcotin",0
"301","ITCHA5-27",1115199.31491806,855494.186612786,791,"Chilcotin",0
"302","ITCHA5-28",1118038.40711608,855284.61996206,998,"Chilcotin",0
"303","ITCHA5-29",1120457.67491136,855679.763454523,626,"Chilcotin",0
"304","ITCHA5-30",1123012.57186595,856035.007427571,766,"Chilcotin",0
"305","ITCHA6-01",1096283.01029699,823094.736147638,650,"Chilcotin",3
"306","ITCHA6-02",1086034.77628506,822699.606198258,1016,"Chilcotin",1
"307","ITCHA6-03",1088681.10319657,822836.927936946,904,"Chilcotin",0
"308","ITCHA6-04",1091194.90316092,822794.740470086,862,"Chilcotin",0
"309","ITCHA6-05",1093772.53479421,822967.025435704,758,"Chilcotin",0
"310","ITCHA6-06",1096299.27083978,825671.543249166,1012,"Chilcotin",0
"311","ITCHA6-07",1085853.95024547,825216.978463247,1011,"Chilcotin",0
"312","ITCHA6-08",1088499.30362876,825331.902658767,914,"Chilcotin",0
"313","ITCHA6-09",1090873.12332118,825443.141195864,783,"Chilcotin",2
"314","ITCHA6-10",1093721.4162412,825587.095281837,884,"Chilcotin",0
"315","ITCHA6-11",1096042.8445341,828309.856291049,1011,"Chilcotin",0
"316","ITCHA6-12",1085807.72205601,827803.721104996,950,"Chilcotin",0
"317","ITCHA6-13",1088382.18503199,828006.569602394,1011,"Chilcotin",2
"318","ITCHA6-14",1090822.92564535,828096.734293376,887,"Chilcotin",0
"319","ITCHA6-15",1093602.91225766,828183.589368952,1012,"Chilcotin",0
"320","ITCHA6-16",1096129.56413753,830754.313312523,1013,"Chilcotin",2
"321","ITCHA6-17",1085623.92667969,830499.587733645,284,"Chilcotin",0
"322","ITCHA6-17B",1085146.05462987,830680.69593891,730,"Chilcotin",0
"323","ITCHA6-18",1088265.75641931,830647.836636001,1013,"Chilcotin",0
"324","ITCHA6-19",1090911.46226817,830585.69310333,643,"Chilcotin",1
"325","ITCHA6-20",1093350.43321994,830699.443414726,1019,"Chilcotin",0
"326","ITCHA6-21",1096077.96695406,833329.891676248,1014,"Chilcotin",0
"327","ITCHA6-22",1085446.8378965,832827.550875396,1089,"Chilcotin",1
"328","ITCHA6-23",1088156.57443926,832898.897403091,1012,"Chilcotin",2
"329","ITCHA6-24",1090727.16796637,833158.759810065,283,"Chilcotin",0
"330","ITCHA6-24B",1090730.75366377,832969.209563026,699,"Chilcotin",0
"331","ITCHA6-25",1093368.94366382,833231.770034432,998,"Chilcotin",0
"332","ITCHA6-26",1096025.02868137,835972.41323573,645,"Chilcotin",1
"333","ITCHA6-27",1085331.05124482,835524.724422977,839,"Chilcotin",0
"334","ITCHA6-28",1087904.85662509,835537.768533928,834,"Chilcotin",0
"335","ITCHA6-29",1090755.23378239,835256.259693468,1047,"Chilcotin",0
"336","ITCHA6-30",1093250.65521047,835828.402205842,1011,"Chilcotin",0
"337","SCA5",1200693.2077588,672998.629155368,321,"Chilcotin",0
"338","SCB5",1201788.92208808,673645.018025837,320,"Chilcotin",0
"339","SCB6",1202658.55870448,671239.476421677,638,"Chilcotin",0
"340","SCC6",1205738.87148808,669705.543461954,638,"Chilcotin",0
"341","SCC9",1205529.62124905,661192.701180735,465,"Chilcotin",0
"342","SCD4",1207631.23859468,676461.31960461,622,"Chilcotin",0
"343","SCD5",1208726.62321667,675414.937288365,243,"Chilcotin",0
"344","SCD6",1209396.45025304,671173.925082446,637,"Chilcotin",0
"345","SCD7",1208768.66707051,669419.7373417,638,"Chilcotin",0
"346","SCD9",1208129.69854863,662894.76040107,607,"Chilcotin",0
"347","SCE4",1211333.80296376,675101.876949899,622,"Chilcotin",0
"348","SCE5",1211398.10246564,671949.976136311,360,"Chilcotin",0
"349","SCE6",1210556.2573605,670297.862516023,606,"Chilcotin",0
"350","SCE7",1211807.65931606,667285.826422346,366,"Chilcotin",0
"351","SCE8",1211594.22352884,664055.449616309,632,"Chilcotin",1
"352","SCF5",1213348.85356855,673895.14148031,639,"Chilcotin",0
"353","SCF5_2",1213348.85356855,673895.14148031,91,"Chilcotin",0
"354","SCF6",1212723.34708453,672129.285155106,639,"Chilcotin",0
"355","SCF7",1213551.96710414,669177.510904052,398,"Chilcotin",0
"356","SCF8",1213059.47465243,664296.448194227,366,"Chilcotin",1
"357","SCF9",1213347.29862311,662503.129550865,383,"Chilcotin",0
"358","SCG3",1216046.42490939,677969.509617422,617,"Chilcotin",0
"359","SCG4",1215940.39837568,675579.225008011,618,"Chilcotin",0
"360","SCG6",1215215.66820456,669661.859978124,637,"Chilcotin",1
"361","SCG7",1217081.02062856,667134.736802015,377,"Chilcotin",0
"362","SCG9",1215542.32687337,660513.573472851,612,"Chilcotin",0
"363","SCH10",1218535.19536557,659618.850320367,862,"Chilcotin",0
"364","SCH10_2",1218535.19536557,659618.850320367,82,"Chilcotin",0
"365","SCH11",1218461.43413101,656494.725223416,583,"Chilcotin",0
"366","SCH11_2",1218461.43413101,656494.725223416,106,"Chilcotin",0
"367","SCH3",1218912.58525945,681295.038323669,619,"Chilcotin",2
"368","SCH4",1217753.38750337,677397.690022843,617,"Chilcotin",3
"369","SCH5",1219202.04223109,674752.599958729,640,"Chilcotin",0
"370","SCH7",1218498.11433049,668445.415078903,368,"Chilcotin",3
"371","SCH8",1218698.57741823,665489.127173784,377,"Chilcotin",1
"372","SCH8_2",1218698.57741823,665489.127173784,73,"Chilcotin",0
"373","SCH9",1219036.98611265,662594.7431647,380,"Chilcotin",0
"374","SCI10",1221411.56604548,658207.967774204,742,"Chilcotin",7
